image,attncheck_correct,response,attncheck_response,slide_number,vignette,audio,sentence,workerid,writer,kind,attncheck,slide_type,rating,Answer.time_in_minutes,condition,order
Barbara,,"[0, 'BARBARA']",,1,,,,425,,,,bot_check,,1.0305166666666667,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because it was clear that I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",425,Writer 3,backshifting,Where does the narrator go in the story?,,7,1.0305166666666667,clear,1
Linda,,"[0, 'Linda']",,1,,,,426,,,,bot_check,,1.0856666666666666,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",426,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,1.0856666666666666,clear,1
Jennifer,,"[0, 'Jennifer']",,1,,,,427,,,,bot_check,,1.08375,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",427,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,4,1.08375,clear,1
Patricia,,"[0, 'Patricia']",,1,,,,327,,,,bot_check,,1.0830666666666666,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>",327,Writer 3,3rdpartyshift,What is the name of the character in the story?,,6,1.0830666666666666,bare,1
Patricia,,"[0, 'Patricia']",,1,,,,428,,,,bot_check,,1.0035666666666667,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",428,Writer 3,backshifting,What is the name of the roommate in the story?,,2,1.0035666666666667,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,429,,,,bot_check,,0.7273166666666666,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",429,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,7,0.7273166666666666,clear,1
Susan,,"[0, 'susan']",,1,,,,430,,,,bot_check,,2.0481,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it must have been raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",430,Writer 3,backshifting,What is the name of the roommate in the story?,,4,2.0481,must,1
Jessica,,"[0, 'Jessica']",,1,,,,431,,,,bot_check,,1.3267,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",431,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.3267,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,66,,,,bot_check,,0.7993166666666667,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was clear that it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",66,Writer 3,backshifting,What is the name of the roommate in the story?,,2,0.7993166666666667,clear,1
Linda,,"[0, 'Linda']",,1,,,,80,,,,bot_check,,0.7739,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",80,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.7739,bare,1
Margaret,,"[0, 'Margaret']",,1,,,,432,,,,bot_check,,1.9423666666666666,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was clear that it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",432,Writer 3,backshifting,What is the name of the roommate in the story?,,5,1.9423666666666666,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,433,,,,bot_check,,1.4366833333333333,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",433,Writer 3,control,What is the name of the person in the story?,,7,1.4366833333333333,good,1
Patricia,,"[0, 'Patricia']",,1,,,,434,,,,bot_check,,2.1255,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue must be to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>

",434,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,2.1255,must,1
Mary,,"[0, 'mary']",,1,,,,435,,,,bot_check,,1.17685,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",435,Writer 3,control,What is the name of the person in the story?,,1,1.17685,bad,1
Patricia,,"[0, 'Patricia']",,1,,,,436,,,,bot_check,,0.98485,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",436,Writer 3,control,What is the name of the person in the story?,,1,0.98485,bad,1
Sarah,,"[0, 'sarah']",,1,,,,437,,,,bot_check,,1.8728666666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",437,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.8728666666666667,bare,1
Jennifer,,"[0, 'Jennifer']",,1,,,,438,,,,bot_check,,0.9084833333333333,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because it was clear that the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",438,Writer 3,backshifting,What did the narrator eat in the story?,,6,0.9084833333333333,clear,1
Sarah,,"[0, 'Sarah']",,1,,,,439,,,,bot_check,,0.6188,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",439,Writer 3,control,What is the name of the person in the story?,,7,0.6188,good,1
Linda,,"[0, 'Linda']",,1,,,,366,,,,bot_check,,0.53095,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",366,Writer 3,backshifting,What is the name of the dog in the story?,,4,0.53095,must,1
Margaret,,"[0, 'Margaret']",,1,,,,440,,,,bot_check,,1.0876,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",440,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,1.0876,clear,1
Barbara,,"[0, 'Barbara']",,1,,,,441,,,,bot_check,,0.8225833333333333,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, so he's quite nervous.
 <p>
Writer 3: <b> To help calm his nerves, he's been doing yoga before he runs every day. </b>",441,Writer 3,control,What is the name of the person in the story?,,7,0.8225833333333333,good,1
Sarah,,"[0, 'Sarah']",,1,,,,442,,,,bot_check,,1.80645,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because it's clear that Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",442,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,7,1.80645,clear,1
Mary,,"[0, 'Mary']",,1,,,,443,,,,bot_check,,0.8984833333333333,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",443,Writer 3,backshifting,What is the name of the dog in the story?,,6,0.8984833333333333,bare,1
Jennifer,,"[0, 'Jessica']",,1,,,,66,,,,bot_check,,0.9765333333333334,,
Jennifer,,"[0, 'Jennifer']",,1,,,,66,,,,bot_check,,0.9765333333333334,,
,choice2,,choice1,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",66,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,0.9765333333333334,must,1
Elizabeth,,"[0, 'elizabeth']",,1,,,,80,,,,bot_check,,1.0351333333333332,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",80,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,4,1.0351333333333332,clear,1
Sarah,,"[0, 'Sarah']",,1,,,,444,,,,bot_check,,0.6647,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because it was clear that I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",444,Writer 3,backshifting,Where does the narrator go in the story?,,7,0.6647,clear,1
Barbara,,"[0, 'Barbara']",,1,,,,445,,,,bot_check,,3.0483,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because it was clear that I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",445,Writer 3,backshifting,Where does the narrator go in the story?,,6,3.0483,clear,1
Linda,,"[0, 'Linda']",,1,,,,446,,,,bot_check,,1.01455,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",446,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,1.01455,must,1
Mary,,"[0, 'Mary']",,1,,,,447,,,,bot_check,,1.0289333333333333,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",447,Writer 3,backshifting,What is the name of the roommate in the story?,,1,1.0289333333333333,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,448,,,,bot_check,,1.2053166666666666,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",448,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,1.2053166666666666,bare,1
Jennifer,,"[0, 'Jennifer']",,1,,,,449,,,,bot_check,,1.1397333333333333,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I must have missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",449,Writer 3,backshifting,Where does the narrator go in the story?,,1,1.1397333333333333,must,1
Margaret,,"[0, 'Margaret']",,1,,,,450,,,,bot_check,,1.0854833333333334,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",450,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,5,1.0854833333333334,must,1
Barbara,,"[0, 'Barbara']",,1,,,,451,,,,bot_check,,1.1649166666666666,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",451,Writer 3,backshifting,What is the name of the dog in the story?,,3,1.1649166666666666,bare,1
Margaret,,"[0, 'Margaret']",,1,,,,452,,,,bot_check,,1.5905166666666666,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",452,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,2,1.5905166666666666,must,1
Mary,,"[0, 'Mary']",,1,,,,453,,,,bot_check,,1.1360666666666666,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",453,Writer 3,control,What is the name of the person in the story?,,1,1.1360666666666666,bad,1
Mary,,"[0, 'Mary']",,1,,,,61,,,,bot_check,,0.6128166666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",61,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.6128166666666667,bare,1
Susan,,"[0, 'Susan']",,1,,,,62,,,,bot_check,,1.04215,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",62,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,6,1.04215,clear,1
Linda,,"[0, 'linda']",,1,,,,454,,,,bot_check,,1.8394166666666667,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",454,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,5,1.8394166666666667,must,1
Barbara,,"[0, 'Barbara']",,1,,,,455,,,,bot_check,,1.0358833333333333,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was clear that it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",455,Writer 3,backshifting,What is the name of the roommate in the story?,,3,1.0358833333333333,clear,1
Jessica,,"[0, 'Jessica']",,1,,,,456,,,,bot_check,,0.7455833333333334,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",456,Writer 3,backshifting,What is the name of the roommate in the story?,,1,0.7455833333333334,bare,1
Susan,,"[0, 'susan']",,1,,,,457,,,,bot_check,,1.44215,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",457,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,1.44215,clear,1
Jennifer,,"[0, 'Jennifer']",,1,,,,458,,,,bot_check,,1.67585,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",458,Writer 3,backshifting,What did the narrator eat in the story?,,6,1.67585,bare,1
Linda,,"[0, 'Linda']",,1,,,,459,,,,bot_check,,1.1445333333333334,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",459,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,7,1.1445333333333334,clear,1
Elizabeth,,"[0, 'elizabeth']",,1,,,,460,,,,bot_check,,2.093166666666667,,
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",460,Writer 3,backshifting,What did the narrator eat in the story?,,2,2.093166666666667,must,1
Linda,,"[0, 'Linda']",,1,,,,461,,,,bot_check,,3.061733333333333,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",461,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,5,3.061733333333333,must,1
Susan,,"[0, 'Susan']",,1,,,,462,,,,bot_check,,0.9350666666666667,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
 Writer 3:  <b> He's also considering San Diego for the same reason. </b>",462,Writer 3,control,What is the name of the person in the story?,,7,0.9350666666666667,good,1
Margaret,,"[0, 'Margaret']",,1,,,,463,,,,bot_check,,0.9567833333333333,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",463,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,0.9567833333333333,must,1
Patricia,,"[0, 'Patricia']",,1,,,,464,,,,bot_check,,1.52085,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",464,Writer 3,control,What is the name of the person in the story?,,1,1.52085,bad,1
Linda,,"[0, 'Linda']",,1,,,,465,,,,bot_check,,0.6840833333333334,,
,choice2,,choice2,,marathon,," Writer 1: For months, Patrick has been preparing to run a marathon happening next week. 
 <p>
 Writer 2: This will be his first marathon, and he's afraid he won't even finish.
 <p>
Writer 3:  <b> He's run several marathons already, so he's confident he will finish. </b>",465,Writer 3,control,What is the name of the person in the story?,,1,0.6840833333333334,bad,1
Margaret,,"[0, 'Margaret']",,1,,,,466,,,,bot_check,,2.6645333333333334,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",466,Writer 3,backshifting,What is the name of the dog in the story?,,2,2.6645333333333334,bare,1
Jennifer,,"[0, 'Jennifer']",,1,,,,467,,,,bot_check,,1.2709,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
Writer 3: <b> Because he hates the beach, he'll most likely go to Paris. </b>",467,Writer 3,control,What is the name of the person in the story?,,1,1.2709,bad,1
Barbara,,"[0, 'barbara']",,1,,,,468,,,,bot_check,,1.3060833333333333,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",468,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,1,1.3060833333333333,bare,1
Linda,,"[0, 'Linda']",,1,,,,469,,,,bot_check,,1.1894,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",469,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,3,1.1894,bare,1
Margaret,,"[0, 'Margaret']",,1,,,,61,,,,bot_check,,0.29933333333333334,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because it's clear that a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",61,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.29933333333333334,clear,1
Barbara,,"[0, 'Barbara']",,1,,,,470,,,,bot_check,,1.0008666666666666,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",470,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,1.0008666666666666,bare,1
Jessica,,"[0, 'Jessica']",,1,,,,471,,,,bot_check,,1.2992833333333333,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",471,Writer 3,3rdpartyshift,What is the name of the character in the story?,,2,1.2992833333333333,clear,1
Mary,,"[0, 'Mary']",,1,,,,472,,,,bot_check,,1.2079333333333333,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",472,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,1.2079333333333333,clear,1
Mary,,"[0, 'Mary']",,1,,,,473,,,,bot_check,,0.6864666666666667,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",473,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,2,0.6864666666666667,clear,1
Margaret,,"[0, 'Margaret']",,1,,,,474,,,,bot_check,,1.0773333333333333,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",474,Writer 3,backshifting,What is the name of the dog in the story?,,7,1.0773333333333333,must,1
Jessica,,"[0, 'jessica']",,1,,,,475,,,,bot_check,,0.5613833333333333,,
